ODB Name,Step,Frame,Part Instance Name, Element Label,         IntPt,X,Y,Z,Section Name,Material Name,Section Point,       S-Mises
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_SKIN_CENTRE_SECTION-INSTANCE",           240,             1,      -4.03167,  -96.1538E-03,  -220.798E-03,"ASSEMBLY_LOWER_SKIN_CENTRE_SECTION-INSTANCE_LOWER_SKIN_CENTRE_SECTION","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SNEG, (fraction = -1.0)",   540.757E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_SKIN_CENTRE_SECTION-INSTANCE",           240,             1,      -4.03167,  -96.1538E-03,  -220.798E-03,"ASSEMBLY_LOWER_SKIN_CENTRE_SECTION-INSTANCE_LOWER_SKIN_CENTRE_SECTION","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SPOS, (fraction = 1.0)",   1.35062E+09
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_SKIN_CENTRE_SECTION-INSTANCE",           241,             1,      -3.83500,  -96.1538E-03,  -212.577E-03,"ASSEMBLY_LOWER_SKIN_CENTRE_SECTION-INSTANCE_LOWER_SKIN_CENTRE_SECTION","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SPOS, (fraction = 1.0)",   962.456E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_SKIN_CENTRE_SECTION-INSTANCE",           241,             1,      -3.83500,  -96.1538E-03,  -212.577E-03,"ASSEMBLY_LOWER_SKIN_CENTRE_SECTION-INSTANCE_LOWER_SKIN_CENTRE_SECTION","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SNEG, (fraction = -1.0)",   613.718E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_SKIN_CENTRE_SECTION-INSTANCE",           242,             1,      -3.63833,  -96.1538E-03,  -204.356E-03,"ASSEMBLY_LOWER_SKIN_CENTRE_SECTION-INSTANCE_LOWER_SKIN_CENTRE_SECTION","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SPOS, (fraction = 1.0)",   1.74441E+09
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_SKIN_CENTRE_SECTION-INSTANCE",           242,             1,      -3.63833,  -96.1538E-03,  -204.356E-03,"ASSEMBLY_LOWER_SKIN_CENTRE_SECTION-INSTANCE_LOWER_SKIN_CENTRE_SECTION","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SNEG, (fraction = -1.0)",   1.05338E+09
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_SKIN_CENTRE_SECTION-INSTANCE",           243,             1,      -3.44167,  -96.1538E-03,  -196.136E-03,"ASSEMBLY_LOWER_SKIN_CENTRE_SECTION-INSTANCE_LOWER_SKIN_CENTRE_SECTION","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SNEG, (fraction = -1.0)",   869.489E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_SKIN_CENTRE_SECTION-INSTANCE",           243,             1,      -3.44167,  -96.1538E-03,  -196.136E-03,"ASSEMBLY_LOWER_SKIN_CENTRE_SECTION-INSTANCE_LOWER_SKIN_CENTRE_SECTION","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SPOS, (fraction = 1.0)",   1.83077E+09
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_SKIN_CENTRE_SECTION-INSTANCE",           244,             1,      -3.24500,  -96.1538E-03,  -187.915E-03,"ASSEMBLY_LOWER_SKIN_CENTRE_SECTION-INSTANCE_LOWER_SKIN_CENTRE_SECTION","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SPOS, (fraction = 1.0)",   972.618E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_SKIN_CENTRE_SECTION-INSTANCE",           244,             1,      -3.24500,  -96.1538E-03,  -187.915E-03,"ASSEMBLY_LOWER_SKIN_CENTRE_SECTION-INSTANCE_LOWER_SKIN_CENTRE_SECTION","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SNEG, (fraction = -1.0)",   388.337E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_SKIN_CENTRE_SECTION-INSTANCE",           245,             1,      -3.04833,  -96.1538E-03,  -179.694E-03,"ASSEMBLY_LOWER_SKIN_CENTRE_SECTION-INSTANCE_LOWER_SKIN_CENTRE_SECTION","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SPOS, (fraction = 1.0)",   1.57358E+09
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_SKIN_CENTRE_SECTION-INSTANCE",           245,             1,      -3.04833,  -96.1538E-03,  -179.694E-03,"ASSEMBLY_LOWER_SKIN_CENTRE_SECTION-INSTANCE_LOWER_SKIN_CENTRE_SECTION","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SNEG, (fraction = -1.0)",   848.574E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_SKIN_CENTRE_SECTION-INSTANCE",           246,             1,      -2.85167,  -96.1538E-03,  -171.474E-03,"ASSEMBLY_LOWER_SKIN_CENTRE_SECTION-INSTANCE_LOWER_SKIN_CENTRE_SECTION","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SNEG, (fraction = -1.0)",   820.794E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_SKIN_CENTRE_SECTION-INSTANCE",           246,             1,      -2.85167,  -96.1538E-03,  -171.474E-03,"ASSEMBLY_LOWER_SKIN_CENTRE_SECTION-INSTANCE_LOWER_SKIN_CENTRE_SECTION","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SPOS, (fraction = 1.0)",   1.51507E+09
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_SKIN_CENTRE_SECTION-INSTANCE",           247,             1,      -2.65500,  -96.1538E-03,  -163.253E-03,"ASSEMBLY_LOWER_SKIN_CENTRE_SECTION-INSTANCE_LOWER_SKIN_CENTRE_SECTION","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SPOS, (fraction = 1.0)",   572.482E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_SKIN_CENTRE_SECTION-INSTANCE",           247,             1,      -2.65500,  -96.1538E-03,  -163.253E-03,"ASSEMBLY_LOWER_SKIN_CENTRE_SECTION-INSTANCE_LOWER_SKIN_CENTRE_SECTION","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SNEG, (fraction = -1.0)",   151.505E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_SKIN_CENTRE_SECTION-INSTANCE",           248,             1,      -2.45833,  -96.1538E-03,  -155.032E-03,"ASSEMBLY_LOWER_SKIN_CENTRE_SECTION-INSTANCE_LOWER_SKIN_CENTRE_SECTION","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SPOS, (fraction = 1.0)",   802.637E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_SKIN_CENTRE_SECTION-INSTANCE",           248,             1,      -2.45833,  -96.1538E-03,  -155.032E-03,"ASSEMBLY_LOWER_SKIN_CENTRE_SECTION-INSTANCE_LOWER_SKIN_CENTRE_SECTION","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SNEG, (fraction = -1.0)",   306.472E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_SKIN_CENTRE_SECTION-INSTANCE",           249,             1,      -2.26167,  -96.1538E-03,  -146.812E-03,"ASSEMBLY_LOWER_SKIN_CENTRE_SECTION-INSTANCE_LOWER_SKIN_CENTRE_SECTION","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SNEG, (fraction = -1.0)",   492.380E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_SKIN_CENTRE_SECTION-INSTANCE",           249,             1,      -2.26167,  -96.1538E-03,  -146.812E-03,"ASSEMBLY_LOWER_SKIN_CENTRE_SECTION-INSTANCE_LOWER_SKIN_CENTRE_SECTION","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SPOS, (fraction = 1.0)",   657.551E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_SKIN_CENTRE_SECTION-INSTANCE",           250,             1,      -2.06500,  -96.1538E-03,  -138.591E-03,"ASSEMBLY_LOWER_SKIN_CENTRE_SECTION-INSTANCE_LOWER_SKIN_CENTRE_SECTION","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SPOS, (fraction = 1.0)",   766.526E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_SKIN_CENTRE_SECTION-INSTANCE",           250,             1,      -2.06500,  -96.1538E-03,  -138.591E-03,"ASSEMBLY_LOWER_SKIN_CENTRE_SECTION-INSTANCE_LOWER_SKIN_CENTRE_SECTION","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SNEG, (fraction = -1.0)",   619.669E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_SKIN_CENTRE_SECTION-INSTANCE",           251,             1,      -1.86833,  -96.1538E-03,  -130.370E-03,"ASSEMBLY_LOWER_SKIN_CENTRE_SECTION-INSTANCE_LOWER_SKIN_CENTRE_SECTION","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SPOS, (fraction = 1.0)",   1.77222E+09
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_SKIN_CENTRE_SECTION-INSTANCE",           251,             1,      -1.86833,  -96.1538E-03,  -130.370E-03,"ASSEMBLY_LOWER_SKIN_CENTRE_SECTION-INSTANCE_LOWER_SKIN_CENTRE_SECTION","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SNEG, (fraction = -1.0)",   1.35773E+09
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_STRINGERS-INSTANCE",          1361,             1,   524.536E-03,       12.6476,  -38.5131E-03,"ASSEMBLY_LOWER_STRINGERS-INSTANCE_LOWER_STRINGERS","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SPOS, (fraction = 1.0)",   18.5255E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_STRINGERS-INSTANCE",          1361,             1,   524.536E-03,       12.6476,  -38.5131E-03,"ASSEMBLY_LOWER_STRINGERS-INSTANCE_LOWER_STRINGERS","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SNEG, (fraction = -1.0)",   18.5679E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_STRINGERS-INSTANCE",          1362,             1,   452.046E-03,       12.4616,  -40.3261E-03,"ASSEMBLY_LOWER_STRINGERS-INSTANCE_LOWER_STRINGERS","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SPOS, (fraction = 1.0)",   35.0621E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_STRINGERS-INSTANCE",          1362,             1,   452.046E-03,       12.4616,  -40.3261E-03,"ASSEMBLY_LOWER_STRINGERS-INSTANCE_LOWER_STRINGERS","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SNEG, (fraction = -1.0)",   33.5206E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_STRINGERS-INSTANCE",          1363,             1,   379.556E-03,       12.2755,  -42.1390E-03,"ASSEMBLY_LOWER_STRINGERS-INSTANCE_LOWER_STRINGERS","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SNEG, (fraction = -1.0)",   39.9299E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_STRINGERS-INSTANCE",          1363,             1,   379.556E-03,       12.2755,  -42.1390E-03,"ASSEMBLY_LOWER_STRINGERS-INSTANCE_LOWER_STRINGERS","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SPOS, (fraction = 1.0)",   40.5484E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_STRINGERS-INSTANCE",          1364,             1,   307.066E-03,       12.0895,  -43.9520E-03,"ASSEMBLY_LOWER_STRINGERS-INSTANCE_LOWER_STRINGERS","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SPOS, (fraction = 1.0)",   47.9462E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_STRINGERS-INSTANCE",          1364,             1,   307.066E-03,       12.0895,  -43.9520E-03,"ASSEMBLY_LOWER_STRINGERS-INSTANCE_LOWER_STRINGERS","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SNEG, (fraction = -1.0)",   47.7290E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_STRINGERS-INSTANCE",          1365,             1,   234.575E-03,       11.9035,  -45.7649E-03,"ASSEMBLY_LOWER_STRINGERS-INSTANCE_LOWER_STRINGERS","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SPOS, (fraction = 1.0)",   58.2514E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_STRINGERS-INSTANCE",          1365,             1,   234.575E-03,       11.9035,  -45.7649E-03,"ASSEMBLY_LOWER_STRINGERS-INSTANCE_LOWER_STRINGERS","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SNEG, (fraction = -1.0)",   57.8857E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_STRINGERS-INSTANCE",          1366,             1,   162.085E-03,       11.7174,  -47.5778E-03,"ASSEMBLY_LOWER_STRINGERS-INSTANCE_LOWER_STRINGERS","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SNEG, (fraction = -1.0)",   68.0475E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_STRINGERS-INSTANCE",          1366,             1,   162.085E-03,       11.7174,  -47.5778E-03,"ASSEMBLY_LOWER_STRINGERS-INSTANCE_LOWER_STRINGERS","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SPOS, (fraction = 1.0)",   68.1018E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_STRINGERS-INSTANCE",          1367,             1,   89.5950E-03,       11.5314,  -49.3908E-03,"ASSEMBLY_LOWER_STRINGERS-INSTANCE_LOWER_STRINGERS","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SPOS, (fraction = 1.0)",   78.4747E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_STRINGERS-INSTANCE",          1367,             1,   89.5950E-03,       11.5314,  -49.3908E-03,"ASSEMBLY_LOWER_STRINGERS-INSTANCE_LOWER_STRINGERS","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SNEG, (fraction = -1.0)",   78.3295E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_STRINGERS-INSTANCE",          1368,             1,   17.1048E-03,       11.3453,  -51.2037E-03,"ASSEMBLY_LOWER_STRINGERS-INSTANCE_LOWER_STRINGERS","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SPOS, (fraction = 1.0)",   89.0327E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_STRINGERS-INSTANCE",          1368,             1,   17.1048E-03,       11.3453,  -51.2037E-03,"ASSEMBLY_LOWER_STRINGERS-INSTANCE_LOWER_STRINGERS","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SNEG, (fraction = -1.0)",   89.1988E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_STRINGERS-INSTANCE",          1369,             1,  -55.3854E-03,       11.1593,  -53.0166E-03,"ASSEMBLY_LOWER_STRINGERS-INSTANCE_LOWER_STRINGERS","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SPOS, (fraction = 1.0)",   99.5618E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_STRINGERS-INSTANCE",          1369,             1,  -55.3854E-03,       11.1593,  -53.0166E-03,"ASSEMBLY_LOWER_STRINGERS-INSTANCE_LOWER_STRINGERS","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SNEG, (fraction = -1.0)",   99.5656E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_STRINGERS-INSTANCE",          1370,             1,  -127.876E-03,       10.9732,  -54.8296E-03,"ASSEMBLY_LOWER_STRINGERS-INSTANCE_LOWER_STRINGERS","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SPOS, (fraction = 1.0)",   110.368E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_STRINGERS-INSTANCE",          1370,             1,  -127.876E-03,       10.9732,  -54.8296E-03,"ASSEMBLY_LOWER_STRINGERS-INSTANCE_LOWER_STRINGERS","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SNEG, (fraction = -1.0)",   110.738E+06
C:/Users/matan/OneDrive - Delft University of Technology/Bureaublad/Matan Neumark/TUDelft Master Aerospace Engineering/Year 1/Q3/AE4204 Knowledge based engineering/Assignment/KBE_newnewgit/Parts/output/wing_box_job.odb,analysis1,Increment     15: Step Time =    1.000,"LOWER_STRINGERS-INSTANCE",          1371,             1,  -200.366E-03,       10.7872,  -56.6425E-03,"ASSEMBLY_LOWER_STRINGERS-INSTANCE_LOWER_STRINGERS","USER-CHOSEN_MATERIAL","shell < USER-CHOSEN_MATERIAL > < 5 section points > : SNEG, (fraction = -1.0)",   121.256E+06
